namevariant,preflabel,coords,wikidata,atlasofmutualheritage
"fort Quala","Quaal, fort","Point(-6.0369 106.695)",http://www.wikidata.org/entity/Q104534035,https://www.atlasofmutualheritage.nl/en/Quaal-fort.49c
"fort Quall","Quaal, fort","Point(-6.0369 106.695)",http://www.wikidata.org/entity/Q104534035,https://www.atlasofmutualheritage.nl/en/Quaal-fort.49c
"fort Qual","Quaal, fort","Point(-6.0369 106.695)",http://www.wikidata.org/entity/Q104534035,https://www.atlasofmutualheritage.nl/en/Quaal-fort.49c
"fort Quale","Quaal, fort","Point(-6.0369 106.695)",http://www.wikidata.org/entity/Q104534035,https://www.atlasofmutualheritage.nl/en/Quaal-fort.49c
"fort Kwal","Quaal, fort","Point(-6.0369 106.695)",http://www.wikidata.org/entity/Q104534035,https://www.atlasofmutualheritage.nl/en/Quaal-fort.49c
"fort Kwala","Quaal, fort","Point(-6.0369 106.695)",http://www.wikidata.org/entity/Q104534035,https://www.atlasofmutualheritage.nl/en/Quaal-fort.49c
"fort Kuala","Quaal, fort","Point(-6.0369 106.695)",http://www.wikidata.org/entity/Q104534035,https://www.atlasofmutualheritage.nl/en/Quaal-fort.49c
"fort Rijswijk","Rijswijk, fort (II)","Point(-6.16744 106.82)",http://www.wikidata.org/entity/Q104534036,https://www.atlasofmutualheritage.nl/en/Rijswijk-fort-(II).50c
"fort Rijswijck","Rijswijk, fort (II)","Point(-6.16744 106.82)",http://www.wikidata.org/entity/Q104534036,https://www.atlasofmutualheritage.nl/en/Rijswijk-fort-(II).50c
"fort Reijswijk","Rijswijk, fort (II)","Point(-6.16744 106.82)",http://www.wikidata.org/entity/Q104534036,https://www.atlasofmutualheritage.nl/en/Rijswijk-fort-(II).50c
"fort Chavonis","Chavonis, fort","Point(-33.9066 18.4219)",http://www.wikidata.org/entity/Q104534037,https://www.atlasofmutualheritage.nl/en/Chavonis-fort.51c
"fort Gelderland","Gelderland, fort (Pulicat)","Point(13.4194 80.3163)",http://www.wikidata.org/entity/Q104534038,https://www.atlasofmutualheritage.nl/en/Gelderland-fort-(Pulicat).52c
"fort Geldria","Gelderland, fort (Pulicat)","Point(13.4194 80.3163)",http://www.wikidata.org/entity/Q104534038,https://www.atlasofmutualheritage.nl/en/Gelderland-fort-(Pulicat).52c
"fort Goet Begin","Goet Begin, fort","Point(-6.89115 110.64)",http://www.wikidata.org/entity/Q104534039,https://www.atlasofmutualheritage.nl/en/Goet-Begin-fort.53c
"fort Goet Gevolgh","Goet Gevolgh, fort","Point(-7.2 112.633)",http://www.wikidata.org/entity/Q104534040,https://www.atlasofmutualheritage.nl/en/Goet-Gevolgh-fort.54c
"fort Hersteller","Hersteller, fort","Point(-7.32505 110.505)",http://www.wikidata.org/entity/Q104534041,https://www.atlasofmutualheritage.nl/en/Hersteller-fort.55c
"fort Herstelling","Hersteller, fort","Point(-7.32505 110.505)",http://www.wikidata.org/entity/Q104534041,https://www.atlasofmutualheritage.nl/en/Hersteller-fort.55c
"fort Veldwachter","Veldwachter, fort","Point(-7.48333 110.667)",http://www.wikidata.org/entity/Q104534042,https://www.atlasofmutualheritage.nl/en/Veldwachter-fort.57c
"kasteel Colombo","Colombo, kasteel","Point(6.93417 79.8461)",http://www.wikidata.org/entity/Q104534043,https://www.atlasofmutualheritage.nl/en/Colombo-kasteel.59c
"fort Rotterdam","Rotterdam, fort (Makassar)","Point(-5.13418 119.406)",http://www.wikidata.org/entity/Q29771,https://www.atlasofmutualheritage.nl/en/Rotterdam-fort-(Makassar).60c
"Makassar kasteel Rotterdam","Rotterdam, fort (Makassar)","Point(-5.13418 119.406)",http://www.wikidata.org/entity/Q29771,https://www.atlasofmutualheritage.nl/en/Rotterdam-fort-(Makassar).60c
"Ujung Pandang","Rotterdam, fort (Makassar)","Point(-5.13418 119.406)",http://www.wikidata.org/entity/Q29771,https://www.atlasofmutualheritage.nl/en/Rotterdam-fort-(Makassar).60c
"fort Panyua","Rotterdam, fort (Makassar)","Point(-5.13418 119.406)",http://www.wikidata.org/entity/Q29771,https://www.atlasofmutualheritage.nl/en/Rotterdam-fort-(Makassar).60c
"fort Mandasa","Mandasa, fort",,,
"fort Mandrasaha","Mandasa, fort",,,
"fort Mandar Sahaa","Mandasa, fort",,,
"fort Mandarsaha","Mandasa, fort",,,
"fort Mandarsa","Mandasa, fort",,,
"fort Mandasaha","Mandasa, fort",,,
"fort Mandhasaha","Mandasa, fort",,,
"fort Mandersaha","Mandasa, fort",,,
"fort Valkenburgh","Valkenburgh, fort (Maros)","Point(-4.98333 119.583)",http://www.wikidata.org/entity/Q104534044,https://www.atlasofmutualheritage.nl/en/Valkenburgh-fort-(Maros).62c
"fort Maros Valkenburg","Valkenburgh, fort (Maros)","Point(-4.98333 119.583)",http://www.wikidata.org/entity/Q104534044,https://www.atlasofmutualheritage.nl/en/Valkenburgh-fort-(Maros).62c
"fort Maros Valkenborg","Valkenburgh, fort (Maros)","Point(-4.98333 119.583)",http://www.wikidata.org/entity/Q104534044,https://www.atlasofmutualheritage.nl/en/Valkenburgh-fort-(Maros).62c
"fort Voorzorg","Voorzorg, fort",,,
"fort Waekzaemheyd","Waekzaemheyd, fort",,,
"fort Victoria","Victoria, fort (Malabar)",,,
"fort Vreede","Vreede, fort (Malabar)",,,
"fort Wilhelmus","Wilhelmus, fort (Chowghat)","Point(10.5251 76.0421)",http://www.wikidata.org/entity/Q104534353,https://www.atlasofmutualheritage.nl/en/Wilhelmus-fort-(Chowghat).67c
"fort Zeeborg","Zeeborg, fort (Quilon)","Point(8.88113 76.5681)",http://www.wikidata.org/entity/Q104534046,https://www.atlasofmutualheritage.nl/en/Zeeborg-fort-(Quilon).68c
"fort Cronenburg","Cronenburg, fort","Point(-1.35 100.567)",http://www.wikidata.org/entity/Q104534048,https://www.atlasofmutualheritage.nl/en/Cronenburg-fort.69c
"fort Vredenborg","Vredenborg, fort (Priaman)","Point(-0.6 100.15)",http://www.wikidata.org/entity/Q104534049,https://www.atlasofmutualheritage.nl/en/Vredenborg-fort-(Priaman).70c
"fort Priaman Vredenburg","Vredenborg, fort (Priaman)","Point(-0.6 100.15)",http://www.wikidata.org/entity/Q104534049,https://www.atlasofmutualheritage.nl/en/Vredenborg-fort-(Priaman).70c
"fort Priaman Vreedenburg","Vredenborg, fort (Priaman)","Point(-0.6 100.15)",http://www.wikidata.org/entity/Q104534049,https://www.atlasofmutualheritage.nl/en/Vredenborg-fort-(Priaman).70c
"fort Amsterdam","Amsterdam, fort (Manado)","Point(1.53333 124.917)",http://www.wikidata.org/entity/Q104534050,https://www.atlasofmutualheritage.nl/en/Amsterdam-fort-(Manado).71c
"fort Den Briel","Den Briel, fort (Obi)","Point(-1.56926 127.412)",http://www.wikidata.org/entity/Q104534051,https://www.atlasofmutualheritage.nl/en/Den-Briel-fort-(Obi).72c
"fort Obi Bril","Den Briel, fort (Obi)","Point(-1.56926 127.412)",http://www.wikidata.org/entity/Q104534051,https://www.atlasofmutualheritage.nl/en/Den-Briel-fort-(Obi).72c
"fort Obi De Bril","Den Briel, fort (Obi)","Point(-1.56926 127.412)",http://www.wikidata.org/entity/Q104534051,https://www.atlasofmutualheritage.nl/en/Den-Briel-fort-(Obi).72c
"fort Doornenburg","Doornenburg, fort","Point(2.74567 125.361)",http://www.wikidata.org/entity/Q104534052,https://www.atlasofmutualheritage.nl/en/Doornenburg-fort.73c
"fort Oranje","Oranje, fort (Ternate)","Point(0.792885 127.387)",http://www.wikidata.org/entity/Q1954949,https://www.atlasofmutualheritage.nl/en/Oranje-fort-(Ternate).74c
"fort Ternate Orangie","Oranje, fort (Ternate)","Point(0.792885 127.387)",http://www.wikidata.org/entity/Q1954949,https://www.atlasofmutualheritage.nl/en/Oranje-fort-(Ternate).74c
Melayu,"Oranje, fort (Ternate)","Point(0.792885 127.387)",http://www.wikidata.org/entity/Q1954949,https://www.atlasofmutualheritage.nl/en/Oranje-fort-(Ternate).74c
Melayo,"Oranje, fort (Ternate)","Point(0.792885 127.387)",http://www.wikidata.org/entity/Q1954949,https://www.atlasofmutualheritage.nl/en/Oranje-fort-(Ternate).74c
Maleye,"Oranje, fort (Ternate)","Point(0.792885 127.387)",http://www.wikidata.org/entity/Q1954949,https://www.atlasofmutualheritage.nl/en/Oranje-fort-(Ternate).74c
"fort Zeelandia","Zeelandia, fort (Formosa)","Point(23.0018 120.161)",http://www.wikidata.org/entity/Q20706255,https://www.atlasofmutualheritage.nl/en/Zeelandia-fort-(Formosa).75c
"fort Formosa Oranje","Zeelandia, fort (Formosa)","Point(23.0018 120.161)",http://www.wikidata.org/entity/Q20706255,https://www.atlasofmutualheritage.nl/en/Zeelandia-fort-(Formosa).75c
"fort Provintia","Zeelandia, fort (Formosa)","Point(23.0018 120.161)",http://www.wikidata.org/entity/Q20706255,https://www.atlasofmutualheritage.nl/en/Zeelandia-fort-(Formosa).75c
"fort Tafasoho","Tafasoho, fort","Point(0.328697 127.347)",http://www.wikidata.org/entity/Q104534054,https://www.atlasofmutualheritage.nl/en/Tafasoho-fort.76c
"fort Zeven Provincieën","Tafasoho, fort","Point(0.328697 127.347)",http://www.wikidata.org/entity/Q104534054,https://www.atlasofmutualheritage.nl/en/Tafasoho-fort.76c
"fort Tafaco","Tafasoho, fort","Point(0.328697 127.347)",http://www.wikidata.org/entity/Q104534054,https://www.atlasofmutualheritage.nl/en/Tafasoho-fort.76c
"fort Tofasoha","Tafasoho, fort","Point(0.328697 127.347)",http://www.wikidata.org/entity/Q104534054,https://www.atlasofmutualheritage.nl/en/Tafasoho-fort.76c
"fort Gustavus","Gustavus, fort","Point(22.8908 88.392)",http://www.wikidata.org/entity/Q98601402,https://www.atlasofmutualheritage.nl/en/Gustavus-fort.77c
"fort Vijfhoek","Vijfhoek, fort","Point(-6.1425 106.798)",http://www.wikidata.org/entity/Q104534055,https://www.atlasofmutualheritage.nl/en/Vijfhoek-fort.78c
"fort Vijffhoek","Vijfhoek, fort","Point(-6.1425 106.798)",http://www.wikidata.org/entity/Q104534055,https://www.atlasofmutualheritage.nl/en/Vijfhoek-fort.78c
"fort Vijffhoeck","Vijfhoek, fort","Point(-6.1425 106.798)",http://www.wikidata.org/entity/Q104534055,https://www.atlasofmutualheritage.nl/en/Vijfhoek-fort.78c
"fort Barneveld","Barneveld, fort","Point(-0.624048 127.482)",http://www.wikidata.org/entity/Q104534056,https://www.atlasofmutualheritage.nl/en/Barneveld-fort.79c
"fort Duinhoop","Duinhoop, fort","Point(-33.9193 18.4655)",http://www.wikidata.org/entity/Q104534057,https://www.atlasofmutualheritage.nl/en/Duinhoop-fort.80c
"fort Duijnhoop","Duinhoop, fort","Point(-33.9193 18.4655)",http://www.wikidata.org/entity/Q104534057,https://www.atlasofmutualheritage.nl/en/Duinhoop-fort.80c
"fort Duynhoop","Duinhoop, fort","Point(-33.9193 18.4655)",http://www.wikidata.org/entity/Q104534057,https://www.atlasofmutualheritage.nl/en/Duinhoop-fort.80c
"fort Frederik Hendrik","Frederik Hendrik, fort (Mauritius)","Point(-20.3752 57.7227)",http://www.wikidata.org/entity/Q104534059,https://www.atlasofmutualheritage.nl/en/Frederik-Hendrik-fort-(Mauritius).81c
"fort Coornhoop","Coornhoop, fort","Point(-33.9395 18.4722)",http://www.wikidata.org/entity/Q104534061,https://www.atlasofmutualheritage.nl/en/Coornhoop-fort.82c
"fort Pijl","Pijl, fort",,http://www.wikidata.org/entity/Q16314134,
"fort Vijf Sinnen","Vijf Sinnen, fort","Point(10.75 79.8333)",http://www.wikidata.org/entity/Q104534062,https://www.atlasofmutualheritage.nl/en/Vijf-Sinnen-fort.84c
"fort Naarden","Vijf Sinnen, fort","Point(10.75 79.8333)",http://www.wikidata.org/entity/Q104534062,https://www.atlasofmutualheritage.nl/en/Vijf-Sinnen-fort.84c
"fort Provintia","Provintia, fort (Taiwan)","Point(22.9971 120.202)",http://www.wikidata.org/entity/Q714431,https://www.atlasofmutualheritage.nl/en/Provintia-fort-(Taiwan).85c
"fort de Provintie","Provintia, fort (Taiwan)","Point(22.9971 120.202)",http://www.wikidata.org/entity/Q714431,https://www.atlasofmutualheritage.nl/en/Provintia-fort-(Taiwan).85c
"fort Zoutelande","Zoutelande, fort","Point(-6.12764 106.783)",http://www.wikidata.org/entity/Q104534063,https://www.atlasofmutualheritage.nl/en/Zoutelande-fort.86c
"fort Soute Landen","Zoutelande, fort","Point(-6.12764 106.783)",http://www.wikidata.org/entity/Q104534063,https://www.atlasofmutualheritage.nl/en/Zoutelande-fort.86c
"fort Ancol","Zoutelande, fort","Point(-6.12764 106.783)",http://www.wikidata.org/entity/Q104534063,https://www.atlasofmutualheritage.nl/en/Zoutelande-fort.86c
"fort Ansjol","Zoutelande, fort","Point(-6.12764 106.783)",http://www.wikidata.org/entity/Q104534063,https://www.atlasofmutualheritage.nl/en/Zoutelande-fort.86c
"fort Antjol","Zoutelande, fort","Point(-6.12764 106.783)",http://www.wikidata.org/entity/Q104534063,https://www.atlasofmutualheritage.nl/en/Zoutelande-fort.86c
"fort Nieuwendam","Nieuwendam, fort",,,
"fort Zevenhoek","Zevenhoek, fort",,,
"fort Wilgenburg","Wilgenburg, fort","Point(-6.14194 106.839)",http://www.wikidata.org/entity/Q104534065,https://www.atlasofmutualheritage.nl/en/Wilgenburg-fort.89c
"fort Dwars in de weg","Wilgenburg, fort","Point(-6.14194 106.839)",http://www.wikidata.org/entity/Q104534065,https://www.atlasofmutualheritage.nl/en/Wilgenburg-fort.89c
"fort Belvidere","Belvidere, fort","Point(-7.23333 112.75)",http://www.wikidata.org/entity/Q104534066,https://www.atlasofmutualheritage.nl/en/Belvidere-fort.90c
"fort Providentie","Providentie, fort","Point(-7.23333 112.75)",http://www.wikidata.org/entity/Q104534067,https://www.atlasofmutualheritage.nl/en/Providentie-fort.91c
"fort Concordia","Concordia, fort (Timor)","Point(-10.1628 123.575)",http://www.wikidata.org/entity/Q10283788,https://www.atlasofmutualheritage.nl/en/Concordia-fort-(Timor).92c
"fort Hollandia","Hollandia, fort (Saparua)","Point(-3.5838 128.687)",http://www.wikidata.org/entity/Q104534422,https://www.atlasofmutualheritage.nl/en/Hollandia-fort-(Saparua).93c
"redoute Honimoa","Hollandia, fort (Saparua)","Point(-3.5838 128.687)",http://www.wikidata.org/entity/Q104534422,https://www.atlasofmutualheritage.nl/en/Hollandia-fort-(Saparua).93c
"fort Hardenberg","Hardenberg, fort","Point(-3.34978 127.943)",http://www.wikidata.org/entity/Q104534069,https://www.atlasofmutualheritage.nl/en/Hardenberg-fort.94c
"fort (Banda Lonthor) Storm","Storm, fort (Banda Lonthor)","Point(-4.56672 129.921)",http://www.wikidata.org/entity/Q104534070,https://www.atlasofmutualheritage.nl/en/Storm-fort-(Banda-Lonthor).95c
"fort Uring","Storm, fort (Banda Lonthor)","Point(-4.56672 129.921)",http://www.wikidata.org/entity/Q104534070,https://www.atlasofmutualheritage.nl/en/Storm-fort-(Banda-Lonthor).95c
"fort Nassau","Nassau, fort (Moti)","Point(0.478873 127.419)",http://www.wikidata.org/entity/Q104534071,https://www.atlasofmutualheritage.nl/en/Nassau-fort-(Moti).96c
"fort de Verwachting","Verwachting, fort de","Point(-2.05539 125.98)",http://www.wikidata.org/entity/Q2648495,https://www.atlasofmutualheritage.nl/en/Verwachting-fort-de.97c
"fort Claverblad","Verwachting, fort de","Point(-2.05539 125.98)",http://www.wikidata.org/entity/Q2648495,https://www.atlasofmutualheritage.nl/en/Verwachting-fort-de.97c
"fort Klaverblad","Verwachting, fort de","Point(-2.05539 125.98)",http://www.wikidata.org/entity/Q2648495,https://www.atlasofmutualheritage.nl/en/Verwachting-fort-de.97c
"fort Alting","Verwachting, fort de","Point(-2.05539 125.98)",http://www.wikidata.org/entity/Q2648495,https://www.atlasofmutualheritage.nl/en/Verwachting-fort-de.97c
"fort Sanana","Verwachting, fort de","Point(-2.05539 125.98)",http://www.wikidata.org/entity/Q2648495,https://www.atlasofmutualheritage.nl/en/Verwachting-fort-de.97c
"fort Starfort","Starfort, fort","Point(5.95 80.5333)",http://www.wikidata.org/entity/Q104534072,https://www.atlasofmutualheritage.nl/en/Starfort-fort.98c
"fort Sterfort","Starfort, fort","Point(5.95 80.5333)",http://www.wikidata.org/entity/Q104534072,https://www.atlasofmutualheritage.nl/en/Starfort-fort.98c
"fort Redoute van Eck","Starfort, fort","Point(5.95 80.5333)",http://www.wikidata.org/entity/Q104534072,https://www.atlasofmutualheritage.nl/en/Starfort-fort.98c
"fort Altingburg","Altingburg, fort","Point(3.34144 101.245)",http://www.wikidata.org/entity/Q104534073,https://www.atlasofmutualheritage.nl/en/Altingburg-fort.99c
"fort Lijdzaamheid","Lijdzaamheid, fort (Maputo)","Point(-25.9667 32.5833)",http://www.wikidata.org/entity/Q23304558,https://www.atlasofmutualheritage.nl/en/Lijdzaamheid-fort-(Maputo).100c
"pakhuis Bangkok Amsterdam","Amsterdam, pakhuis Bangkok","Point(13.7333 100.5)",http://www.wikidata.org/entity/Q104534074,https://www.atlasofmutualheritage.nl/en/Amsterdam-pakhuis-Bangkok.101c
"fort Oosteinde","Oosteinde, fort","Point(-3.81037 130.696)",http://www.wikidata.org/entity/Q104534075,https://www.atlasofmutualheritage.nl/en/Oosteinde-fort.102c
"fort Mauritius","Mauritius, fort (Makian)","Point(0.36713 127.42)",http://www.wikidata.org/entity/Q104534076,https://www.atlasofmutualheritage.nl/en/Mauritius-fort-(Makian).103c
Gnofficquia,"Mauritius, fort (Makian)","Point(0.36713 127.42)",http://www.wikidata.org/entity/Q104534076,https://www.atlasofmutualheritage.nl/en/Mauritius-fort-(Makian).103c
Noseca,"Mauritius, fort (Makian)","Point(0.36713 127.42)",http://www.wikidata.org/entity/Q104534076,https://www.atlasofmutualheritage.nl/en/Mauritius-fort-(Makian).103c
"fort Fredrik Hendrik","Fredrik Hendrik, fort (Solor)","Point(-8.43478 123.066)",http://www.wikidata.org/entity/Q104534077,https://www.atlasofmutualheritage.nl/en/Fredrik-Hendrik-fort-(Solor).104c
"fort Henricus","Fredrik Hendrik, fort (Solor)","Point(-8.43478 123.066)",http://www.wikidata.org/entity/Q104534077,https://www.atlasofmutualheritage.nl/en/Fredrik-Hendrik-fort-(Solor).104c
"fort Lohayong","Fredrik Hendrik, fort (Solor)","Point(-8.43478 123.066)",http://www.wikidata.org/entity/Q104534077,https://www.atlasofmutualheritage.nl/en/Fredrik-Hendrik-fort-(Solor).104c
"fort (Banda Lonthor) Concordia","Concordia, fort (Banda Lonthor)","Point(-4.55106 129.949)",http://www.wikidata.org/entity/Q104534078,https://www.atlasofmutualheritage.nl/en/Concordia-fort-(Banda-Lonthor).105c
"fort Oerangie","Concordia, fort (Banda Lonthor)","Point(-4.55106 129.949)",http://www.wikidata.org/entity/Q104534078,https://www.atlasofmutualheritage.nl/en/Concordia-fort-(Banda-Lonthor).105c
"fort Orangie","Concordia, fort (Banda Lonthor)","Point(-4.55106 129.949)",http://www.wikidata.org/entity/Q104534078,https://www.atlasofmutualheritage.nl/en/Concordia-fort-(Banda-Lonthor).105c
"fort Wayer","Concordia, fort (Banda Lonthor)","Point(-4.55106 129.949)",http://www.wikidata.org/entity/Q104534078,https://www.atlasofmutualheritage.nl/en/Concordia-fort-(Banda-Lonthor).105c
"fort Wajer","Concordia, fort (Banda Lonthor)","Point(-4.55106 129.949)",http://www.wikidata.org/entity/Q104534078,https://www.atlasofmutualheritage.nl/en/Concordia-fort-(Banda-Lonthor).105c
"fort (Maleisië) Utrecht","Utrecht, fort (Maleisië)","Point(3.4 101.2)",http://www.wikidata.org/entity/Q104534079,https://www.atlasofmutualheritage.nl/en/Utrecht-fort-(Malaysia).106c
"fort Hammenhiel","Hammenhiel, fort","Point(9.71169 79.8479)",http://www.wikidata.org/entity/Q12973620,https://www.atlasofmutualheritage.nl/en/Hammenhiel-fort.107c
"fort Defensie","Defensie, fort (Selayar)",,,
"fort Carolina","Carolina, fort","Point(-5.55783 120.197)",http://www.wikidata.org/entity/Q104534080,https://www.atlasofmutualheritage.nl/en/Carolina-fort.109c
"fort Halve maan","Halve maan, fort",,,
"fort Mosselstein","Mosselstein, fort","Point(29.2333 50.3333)",http://www.wikidata.org/entity/Q2242122,https://www.atlasofmutualheritage.nl/en/Mosselstein-fort.111c
"fort Nieuw-Orangieën","Nieuw-Orangieën, fort",,,
"fort Amsterdam","Amsterdam, fort (Cormantin)","Point(5.18284 -1.1147)",http://www.wikidata.org/entity/Q478784,https://www.atlasofmutualheritage.nl/en/Amsterdam-fort-(Kormantijn).113c
"fort Crevecoeur","Crevecoeur, fort","Point(5.53865 -0.20815)",http://www.wikidata.org/entity/Q2424003,https://www.atlasofmutualheritage.nl/en/Crevecoeur-fort.114c
